continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
1,2,1,0,760,1994,1,95911.56,3,1,0
1,3,0,0,1180,1997,2,958.08,3,1,1
1,0,1,0,3098,1989,3,866.454,0,1,1
4,2,0,0,2281,2007,3,733.4797,0,1,0
1,0,0,1,4570,1997,4,94928.35,3,1,0
1,3,1,0,128884,2004,3,2495.45,3,1,0
1,2,1,0,2354,2007,1,57658.1,3,1,0
1,0,0,1,1406,1851,4,56286.84,3,1,1
3,3,1,0,1992,1999,1,100934.63,3,1,0
1,0,1,0,2758,1975,3,52189.74,3,1,1
1,0,0,0,390,2009,4,118362.11,3,1,1
3,2,1,0,3656,1939,2,47091.86,3,1,1
3,3,1,0,2338,1991,2,38444.59,3,1,0
2,3,0,1,415,2011,3,238178.7,3,1,0
2,1,0,0,3001,1998,4,79802.25,3,1,1
1,0,1,0,4047,2005,2,85619.98,3,1,0
1,3,0,0,1869,2007,2,47742.91,3,1,0
2,0,1,1,1367,1997,3,106455.88,3,1,0
0,3,1,0,992,1995,2,47377.84,2,1,0
2,0,1,0,4559,1991,2,39815.92,3,1,1
1,3,1,0,679,2000,3,62007.94,3,1,0
2,0,0,0,4627,2012,2,52766.91,3,1,0
1,0,1,0,2019,2013,3,28262.13,3,1,1
1,3,0,0,595,1997,4,60421.35,3,1,1
1,0,1,0,11254,1946,4,123259.44,3,1,1
1,0,1,0,1339,2007,2,94603.13,3,0,0
3,3,1,0,2969,1968,2,40245.67,3,1,0
3,0,0,0,1428,1978,2,221.6878,0,1,1
2,3,0,0,4351,2000,2,92341.12,3,1,0
1,0,1,0,4526,1998,2,76937.68,3,1,1
1,3,1,0,1231,1855,2,83734.88,3,1,0
1,0,1,0,4211,1998,4,121187.71,3,1,0
1,3,1,0,279,1993,1,140116.03,3,1,0
1,0,0,0,2054,1982,3,122691.02,3,1,1
1,2,0,1,5601,2001,4,116878.53,3,1,0
2,0,1,0,1733,1886,4,6584.97,3,1,0
1,3,0,0,16207,2002,2,53458.84,3,1,1
2,1,0,0,1462,2001,2,151.3908,0,1,0
1,2,1,0,4718,2006,1,66764.29,3,1,0
1,0,1,0,965,2011,4,179063.79,3,1,0
1,0,0,0,1074,2004,1,522.3493,0,1,1
3,0,1,0,4514,1993,3,88205.72,3,1,0
3,0,1,0,2699,2009,4,147.07,0,1,0
1,3,1,0,2956,1998,1,112807.57,3,0,1
1,3,0,0,2204,2006,2,95554.04,3,1,0
1,3,1,0,3677,1985,3,137367.95,3,1,0
2,3,1,0,764,1998,4,13239.84,3,1,0
1,0,1,0,994,2006,4,55010.48,3,0,1
5,3,0,0,2231,2013,0,133410.88,3,1,0
1,0,0,0,2550,2006,4,30706.79,3,1,0
1,0,0,0,402,2000,1,119866.87,3,1,0
1,0,1,0,495,1947,2,114827.94,3,1,0
1,2,1,0,3218,1950,4,91722.93,3,1,0
3,2,0,0,4973,2005,2,97043.27,3,0,1
1,3,1,0,1546,1984,1,66300.4,3,1,0
1,0,1,0,3941,2010,2,107975.7,3,1,1
3,3,1,0,2091,1946,3,78442.42,3,0,0
1,0,1,0,1691,2005,1,39622.37,3,1,0
1,0,1,0,91203,2006,1,119110.46,3,0,0
0,0,1,0,14866,1963,4,77104.74,3,1,1
1,3,1,0,2167,1929,2,52965.55,3,1,1
1,2,1,0,2327,1946,2,39608.24,3,1,0
1,3,1,0,2702,1912,1,75372.78,3,1,0
3,2,0,0,1423,2006,1,106395.57,3,0,1
1,0,1,0,4417,1934,2,119732.37,3,0,1
1,0,1,0,4146,1997,2,134961.75,3,1,0
2,0,1,0,8389,1976,4,45305.78,3,1,0
1,3,0,0,2020,1993,2,227683.38,3,0,0
3,0,1,0,1332,1995,4,111715.46,3,1,1
1,3,1,0,3190,1995,4,29062.21,3,1,0
3,3,0,0,2158,1977,4,424.768,0,1,1
2,1,1,0,451,1856,4,94556.86,3,1,0
1,3,1,0,3232,1991,3,76685.37,3,1,0
1,3,1,0,2227,2013,3,88233.69,3,1,0
1,3,1,0,4951,1889,4,6847.93,3,1,1
1,0,0,0,610,2003,2,590.5765,0,1,1
1,0,0,0,1498,2009,4,741.9883,0,1,1
1,3,0,0,16633,2000,4,899.4135,0,1,1
1,3,1,0,959,1998,3,99037.13,3,0,0
2,1,1,0,1457,2006,2,46461.7,3,1,0
1,0,1,0,19608,1939,3,92216.19,3,1,1
3,3,1,0,2737,2000,4,51751.63,3,1,0
1,1,1,0,3848,1984,2,38718.79,3,1,0
1,3,1,0,1772,1995,1,151765.82,3,0,0
1,1,1,1,698,1956,1,107679.59,3,1,0
1,0,1,0,5328,2005,3,64136.68,3,1,0
1,3,0,1,3414,2000,2,65576.45,3,1,1
1,2,0,0,4416,1979,1,37004.49,3,1,0
4,3,1,0,1820,1904,4,92178.26,3,1,0
1,0,1,0,3576,2012,2,77756.03,3,1,1
1,0,1,0,2318,2005,3,27113.96,3,1,1
1,0,1,0,877,1884,1,101294.7,3,1,1
3,3,1,0,1692,2007,3,67592.72,3,1,0
1,0,0,0,110,1997,1,6981.27,3,1,0
1,0,0,0,3423,1990,2,18746.56,3,0,1
1,3,1,0,332,1971,3,166514.25,3,1,0
1,0,1,0,4545,2005,3,67266.28,3,1,0
1,0,0,0,1740,2001,1,37791.19,3,1,1
1,2,0,0,1030,1888,1,146869.12,3,1,0
2,0,0,0,418,2001,4,19975.04,3,1,0
1,2,1,0,2941,1985,3,90876.86,3,0,1
0,0,1,0,213,2012,2,156.4177,0,1,1
1,0,1,0,144,2006,1,154692.83,3,1,0
1,0,1,0,1767,1978,2,4485.11,3,1,0
1,0,0,0,3658,1997,1,146429.5,3,1,0
2,1,1,0,1067,1973,3,28299.61,3,1,0
1,3,0,0,575,2008,2,104.53,0,1,1
1,3,0,0,2561,1963,3,66334.72,3,1,1
1,3,1,0,2575,2005,3,46669.02,3,1,0
1,0,1,0,4023,1958,4,10383.56,3,1,0
2,1,0,0,306,2005,2,56708.63,3,1,1
1,3,1,0,580,2001,3,411.4752,0,1,1
5,0,1,1,1360,2004,4,116471.03,3,1,0
2,0,0,0,3100,2010,4,150920.96,3,1,0
2,0,0,0,1935,2000,3,92757.53,3,1,0
1,3,0,0,731,2012,3,270599.15,3,0,1
2,0,0,1,1237,1972,3,129105.3,3,1,0
1,3,1,0,677,1998,4,81681.46,3,1,1
1,0,1,0,1767,2013,3,137067.88,3,1,0
3,3,0,1,618,2008,2,54027.96,3,1,1
1,2,1,0,932,1991,3,61073.25,3,1,0
2,3,1,0,1817,1973,3,35581.93,3,1,0
1,0,1,0,2442,1944,3,205735.22,3,1,0
2,0,0,0,289,1969,4,16782.98,3,1,0
1,1,0,1,86,1993,3,132195.55,3,1,1
1,2,0,0,100,1998,2,538.8879,0,1,1
5,0,1,0,1246,2009,1,752.8408,0,1,1
5,0,0,0,3890,1977,3,460.7064,0,1,1
1,1,0,0,474,1969,3,50222.15,3,1,0
1,3,0,1,3056,1998,4,109438.48,3,1,0
1,0,1,0,679,2005,1,145207.22,3,1,0
2,0,1,0,3598,2000,2,49778.69,3,1,0
1,0,1,0,4655,2008,2,59173.03,3,1,0
1,0,1,0,978,2004,4,56584.76,3,1,0
1,0,1,1,1830,2009,3,48730.22,3,1,0
0,1,1,0,3050,2005,3,86515.58,3,1,0
1,2,1,1,577,2004,3,80302.98,3,1,0
3,2,1,0,4253,2003,2,7849.6,3,1,0
1,1,1,0,2841,1926,4,35617.68,3,1,0
1,0,1,0,1614,2011,3,99612.84,3,1,1
1,0,0,0,171,1963,1,107106.7,3,1,0
1,0,0,0,1862,1948,2,652.6848,0,1,1
1,2,0,0,77,2012,2,54187.53,3,1,0
1,0,0,0,2574,1987,3,147174.21,3,1,1
1,3,0,0,2502,2007,1,91954.51,3,0,0
1,2,1,1,1921,2000,4,87532.2,3,1,0
1,2,0,0,360,1989,2,312.8681,0,1,1
1,3,0,0,2721,2002,4,95752.59,3,1,1
2,3,0,0,778,1884,2,851.3546,0,1,1
1,2,1,0,795,2006,3,25351.14,3,1,0
3,3,0,0,2337,1999,1,96611.15,3,0,0
3,2,0,0,695,1995,2,116723.21,3,1,1
1,3,0,0,5476,1984,3,35035.36,3,1,1
2,1,1,0,3878,1994,4,99073.22,3,1,0
1,0,1,1,1692,1996,3,65289.1,3,1,0
3,0,1,0,2294,1978,4,53810.56,3,1,0
1,3,1,0,2490,1997,3,97330.56,3,1,0
1,1,1,1,2149,2004,3,39231.99,3,1,0
1,0,1,0,4017,1999,1,136.51,3,1,0
1,3,0,0,2592,1974,4,156141.22,3,1,1
5,0,1,0,1664,1983,2,5334.93,3,1,0
1,1,1,1,2184,2010,3,139395.68,3,1,1
1,0,1,0,2861,2008,4,96716.91,3,1,0
5,2,1,0,1818,1998,4,34546.74,3,1,1
2,3,1,0,237,1998,1,39978.57,3,1,0
1,3,1,0,1536,2005,3,134451.67,3,0,1
1,0,1,0,1050,2012,2,232111.27,3,1,0
5,0,1,0,4998,1989,2,75282.07,3,1,1
2,2,0,1,1612,1986,4,17536.85,3,1,0
1,0,1,0,526,1996,3,70747.4,3,1,0
2,0,0,0,2741,2001,4,14675.57,3,1,0
1,0,1,0,1034,1993,4,12889.14,3,1,1
1,0,0,1,2750,1993,2,135930.83,3,1,1
1,3,1,0,1506,2004,3,87728.95,3,0,0
2,3,1,0,2750,2004,4,81208.7,3,1,0
1,2,1,0,2872,1977,2,264303.76,3,1,1
1,0,0,0,1156,2005,1,78295.87,3,1,1
3,1,1,0,727,1938,2,5704.88,3,1,0
5,3,1,0,2300,2007,2,93706.38,3,1,0
2,2,1,0,27981,2005,3,14060.67,3,1,0
1,3,0,1,3213,1985,4,1234.57,3,1,0
2,3,1,1,434,1996,1,74042.53,3,1,1
2,3,0,0,4905,2004,2,156979.16,3,1,0
1,0,0,0,646,2010,4,7062.26,3,1,1
5,0,1,0,269,1914,1,243190.47,3,1,0
1,3,0,0,2066,1978,1,29101.12,3,1,0
1,3,0,0,3401,1972,3,166921.15,3,1,1
1,2,0,0,2225,1998,3,135188.33,3,0,1
3,3,1,1,16627,1970,3,226982.69,3,1,0
1,0,1,0,3218,2010,2,124682.81,3,1,1
1,3,1,0,1305,1994,2,94569.83,3,1,1
1,0,0,0,2381,2005,3,86316.44,3,1,1
1,3,0,0,1268,2007,3,48022.66,3,0,0
1,3,0,0,1194,1988,4,48750.89,3,1,1
1,3,0,0,1606,2006,1,128913.55,3,1,0
1,3,0,0,3576,2010,3,132044.06,3,0,0
2,1,0,1,1316,1985,3,110145.36,3,1,0
1,0,0,0,422,1869,0,130132.64,3,1,1
1,0,1,0,1956,1986,4,21754.42,3,1,0
1,3,1,0,4766,2001,4,126225.3,3,1,0
1,0,0,0,2182,1871,4,15368.62,3,1,0
2,0,0,0,346,2002,4,115983.23,3,1,0
1,3,1,0,1437,2002,4,78999.25,3,1,0
1,3,0,1,2024,1854,4,72970.45,3,1,0
3,0,1,0,310,1993,3,79101.6,3,1,0
1,2,1,0,2725,1992,2,11.3078,0,1,1
2,1,1,0,3114,1986,2,19765.38,3,1,0
1,2,0,0,1211,1999,4,141057.72,3,1,0
2,3,1,0,2324,1969,2,153114.19,3,1,0
2,1,0,0,1919,1980,4,28902.49,3,1,1
1,2,0,0,678,1987,3,423.9645,0,1,0
1,3,1,0,646,2010,4,73823.71,3,1,1
1,0,1,0,5063,2012,4,10300.2,3,1,1
3,0,0,0,4487,1977,1,10320.92,3,1,0
1,1,1,0,2150,2011,3,51392.91,3,1,0
1,2,1,0,4735,1857,4,110109.23,3,1,1
1,3,1,0,361,1997,4,118105.2,3,1,0
3,3,1,0,1289,1993,2,110.41,0,1,0
1,3,0,0,2589,1993,4,34786.48,3,0,0
1,3,1,0,480,2006,3,103491.97,3,0,1
1,3,0,0,3447,1993,1,76191.93,3,1,1
3,0,1,0,3213,1994,4,113528.18,3,1,0
1,0,0,0,1988,1988,3,22792.38,3,1,1
3,3,0,0,880,1961,2,496.3001,0,0,1
2,1,0,0,3300,2004,4,11696.36,3,1,0
1,1,0,0,14269,2010,2,63785.67,3,1,0
1,0,1,0,26982,2003,0,86446.2,3,1,0
1,0,0,0,706,2000,1,28841.92,3,1,0
3,1,0,0,5091,1900,2,138.5358,0,1,0
1,3,0,1,3361,2005,3,64521.71,3,1,1
1,2,0,0,1045,1954,1,75386.54,3,1,0
1,0,0,0,905,2010,1,47097.96,3,1,0
1,0,0,0,2338,2001,2,567.9936,0,1,0
2,3,1,0,4933,1831,3,89652.89,3,1,0
1,3,0,0,26241,2010,4,25203.57,3,1,1
2,1,1,0,3177,1994,3,45789.0,3,1,0
3,3,0,0,1587,1968,4,123523.22,3,1,1
1,3,0,0,1177,1941,3,102829.4,3,1,1
1,2,1,0,3483,1980,2,43352.31,3,1,0
1,3,1,1,474,2005,2,175630.59,3,1,0
2,3,0,0,1279,2002,4,7790.32,3,1,0
1,0,1,0,1672,1992,4,2851.62,3,1,0
1,3,0,1,90178,2010,2,100977.92,3,0,1
1,2,0,0,523,2003,3,202.4744,0,1,1
1,2,1,1,1189,2011,4,90483.68,3,1,1
3,3,0,0,157712,2005,3,107772.89,3,0,0
1,2,0,0,2063,1988,1,65539.14,3,1,0
1,3,1,0,1922,1997,4,84519.72,3,1,0
1,0,1,0,5139,1993,2,55044.58,3,0,0
1,1,1,0,515,2000,1,78768.84,3,1,0
1,0,0,1,652,2000,3,93006.58,3,1,1
1,0,1,0,1021,2004,4,122479.42,3,1,1
1,0,0,0,384,2008,4,67641.36,3,1,0
2,0,0,1,2224,1984,3,103291.69,3,1,1
3,1,1,0,1206,2003,2,20778.52,3,1,0
1,0,1,0,57,1984,2,28091.61,3,1,0
1,3,1,0,1574,1985,1,29222.09,3,1,0
1,0,1,0,26685,2011,4,44466.28,3,1,0
1,3,1,0,28870,2000,3,102438.68,3,0,0
3,3,0,0,2432,2004,2,24586.71,3,1,1
1,0,1,0,4146,1991,2,18571.43,3,1,1
1,0,0,0,214,2011,4,76201.53,3,1,0
1,0,1,0,4486,1998,3,81375.83,3,1,1
1,3,1,0,134,1996,3,99945.0,3,1,0
1,0,1,0,347,1989,2,191522.61,3,0,0
2,2,0,1,834,1980,3,71306.84,3,1,0
1,2,0,1,199,1895,3,40882.79,3,1,0
1,3,1,0,1035,1867,3,146371.91,3,1,0
3,3,0,0,1517,1988,3,111648.96,3,1,1
1,3,1,0,1892,2000,4,21367.96,3,1,1
1,1,0,1,2423,1998,3,119547.52,3,1,0
1,0,0,0,859,2005,0,107.43,0,1,0
1,0,0,0,2437,1980,1,230428.5,3,1,1
3,3,1,0,1794,2010,2,201204.06,3,0,0
1,3,1,0,2505,2006,2,484.4867,0,1,0
5,3,1,1,1038,2000,2,48520.92,3,1,1
2,0,1,0,2458,1969,4,91075.42,3,1,0
1,2,0,1,1851,1998,4,11816.09,3,1,0
5,0,1,0,2061,2000,2,53645.3,3,1,1
1,3,1,0,5369,1855,4,39445.27,3,1,0
1,0,0,0,348,1970,3,113.6,0,1,0
1,3,1,0,1271,1962,2,151639.64,3,1,0
1,3,0,1,1411,1884,4,160868.34,3,1,0
1,3,1,0,104895,2006,2,11949.71,3,1,0
1,3,0,1,182,1848,2,67779.03,3,1,0
1,0,0,1,111,1993,3,112797.99,3,1,0
3,0,1,0,396,1994,4,122696.23,3,1,0
1,0,1,0,15307,1998,4,23007.56,3,1,1
2,3,1,0,3475,1986,2,35269.39,3,1,0
2,0,1,1,3165,2009,4,84409.22,3,1,0
1,0,1,0,1633,2011,4,64602.76,3,1,0
1,0,0,0,455,2002,4,86205.66,3,1,0
3,0,1,0,72,2010,2,436.1899,0,1,1
1,0,1,0,5067,1994,3,50846.91,3,1,0
1,0,1,0,1681,1998,4,60282.62,3,1,0
2,0,1,1,3723,1974,4,63619.51,3,1,0
1,3,1,0,5863,2001,4,94926.47,3,0,1
1,0,1,0,3772,2003,4,80221.72,3,1,1
1,2,1,0,871,1972,3,32141.27,3,1,1
1,2,1,0,3122,2000,3,182.37,0,1,1
3,0,0,0,3389,2010,4,27584.21,3,1,1
1,0,0,0,2246,2011,3,79391.31,3,1,0
0,0,0,0,2957,2013,4,77857.77,3,1,0
1,0,0,0,2099,1931,2,83255.98,3,1,1
1,3,0,0,130489,2004,3,40881.69,3,1,0
1,0,1,0,455,1969,3,36154.27,3,1,0
0,1,1,0,1065,1992,2,36775.17,3,1,0
1,0,0,0,7462,1838,2,133953.16,3,1,1
1,3,0,0,909,1971,4,43432.67,3,1,1
1,0,1,0,3779,1858,3,65710.5,3,1,0
1,0,1,0,5221,2010,3,34300.99,3,1,0
4,0,1,0,1985,1968,1,74959.05,3,1,0
3,0,1,0,1104,1984,2,30564.9,3,0,0
2,0,0,0,540,2007,3,853.9335,0,1,1
2,3,1,0,1225,2003,4,77021.48,3,1,0
2,2,1,0,3840,1897,4,56029.15,3,1,0
2,0,1,0,5383,2004,2,70516.09,3,1,0
1,0,1,0,445,2006,3,60473.56,3,1,1
1,2,0,0,571,1989,3,46880.69,3,1,1
1,0,0,0,5118,1993,3,121765.26,3,1,0
1,0,1,0,2246,1998,1,89.7288,0,1,1
3,0,0,0,3423,1990,1,110430.02,3,1,1
1,0,1,0,1223,1957,4,131329.49,3,1,1
3,0,1,0,1070,2007,4,77236.81,3,1,1
5,2,1,0,2534,2001,4,584.1583,0,1,0
1,2,1,0,4815,2006,1,210683.5,3,1,0
1,0,0,0,1616,1920,0,50695.26,3,1,0
2,0,0,0,2682,2008,4,95481.66,3,1,0
1,3,0,0,3005,1995,4,94540.02,3,1,1
1,3,0,0,1945,2013,1,54587.29,3,1,0
1,2,1,0,4174,1818,4,41220.11,3,1,1
5,3,0,1,2212,2002,2,134382.56,3,1,1
1,2,0,0,2568,2007,2,101314.07,3,1,1
2,2,1,0,1301,2005,2,76983.32,3,1,0
2,0,0,1,2592,1980,3,83153.24,3,1,0
2,3,0,1,2558,1969,3,136611.75,3,1,0
1,3,0,0,1341,1997,3,128985.38,3,1,1
1,2,1,0,212,1993,1,57403.52,3,1,0
5,3,1,0,5950,1949,2,72941.87,3,1,0
1,3,0,0,2205,2000,1,106451.69,3,1,1
3,0,1,0,1368,1994,4,557.4047,0,1,1
1,3,0,1,101,2013,4,175964.93,3,1,0
3,3,0,0,3106,1999,2,18176.31,3,1,1
5,3,0,0,1683,2007,4,162.92,0,1,1
1,3,1,0,3619,1998,3,103361.79,3,1,0
2,1,0,0,470,2004,3,29690.01,3,1,0
1,3,0,1,618,1982,3,93194.46,3,1,0
1,0,1,0,25237,2004,1,27836.82,3,0,0
2,3,0,1,564,1980,1,99307.89,3,1,0
1,0,0,0,2209,1933,2,480.8811,0,1,0
1,3,0,0,1880,2008,0,275211.23,3,0,0
1,3,1,0,4264,2010,4,16280.53,3,1,0
1,3,0,1,1727,1992,3,78796.73,3,1,0
1,2,1,0,228,1996,1,16895.99,3,1,1
1,3,1,0,2111,2004,4,373.8311,0,1,0
1,0,1,0,3206,2008,3,81142.71,3,1,1
1,0,1,0,350,1875,4,66180.15,3,1,1
1,2,0,0,18254,1994,4,144522.56,3,1,1
5,3,1,0,786,2004,0,122506.94,3,1,1
2,1,0,0,3355,1997,4,140834.06,3,1,0
3,0,1,0,5400,2007,3,78077.22,3,0,0
3,1,1,0,4462,1987,2,90979.75,3,1,1
0,0,1,0,2887,2009,4,76915.32,3,1,0
1,3,1,0,1447,2014,4,104346.53,3,1,0
1,0,0,0,498,2004,3,43241.55,3,1,1
2,1,0,0,5234,2005,2,60339.14,3,1,0
2,3,0,0,4557,1978,4,83149.47,3,1,0
1,0,0,0,2341,1965,2,134.15,0,1,1
1,0,0,0,4909,1979,4,3552.16,3,1,1
1,0,0,1,400,1997,2,40845.8,3,1,0
2,2,0,0,96728,1882,3,69320.47,3,1,0
1,3,1,0,11340,2004,1,129166.04,3,1,0
2,0,1,1,1685,2013,2,99822.09,3,1,1
3,0,1,0,216,1920,4,28703.15,3,1,0
3,3,1,0,310628,1986,4,101619.15,3,1,1
2,1,0,0,113761,1988,4,44120.6,3,1,0
1,3,1,0,986,2001,2,3363.9,3,1,0
3,3,1,0,690,1998,1,113618.92,3,0,0
1,0,0,0,3193,1876,2,131550.23,3,1,1
2,0,1,0,3740,1939,3,11334.72,3,1,0
4,0,1,0,23488,2007,3,12039.41,3,1,0
1,3,0,0,2187,1996,1,93672.56,3,1,0
1,0,1,0,1399,2007,1,46291.81,3,1,0
3,0,0,0,672,2013,3,12759.7,3,1,0
1,0,1,0,2066,1998,2,34496.72,1,1,1
1,3,0,0,2296,2000,1,43775.31,3,1,0
1,0,0,0,63,1934,3,68621.97,3,1,0
2,1,1,0,3939,1999,3,39342.69,3,1,0
1,0,0,0,1182,2001,2,54702.67,3,1,0
2,1,1,0,777,2005,3,1613.06,3,1,0
1,3,1,0,2849,2009,3,125106.92,3,0,0
1,1,0,0,1524,2008,3,86798.82,3,1,0
3,2,0,0,2474,2006,3,8962.2,3,1,0
3,3,0,1,1621,2012,1,176.3821,0,1,1
1,3,0,0,2069,1981,4,39470.33,3,1,0
1,3,1,0,639,2000,1,127254.87,3,1,0
5,3,1,0,753,1998,0,108392.22,3,1,0
1,3,0,1,444,2004,4,92623.18,3,1,0
1,2,1,0,2713,1994,1,66942.48,3,1,0
1,0,1,1,1037,2006,2,109188.76,3,1,0
3,1,0,1,2943,1991,4,126150.37,3,1,0
1,2,1,0,3021,1909,3,93349.31,3,1,0
1,0,0,0,2211,2000,3,73844.29,3,1,1
2,1,1,0,575,1983,2,112994.21,3,1,0
1,1,1,1,35,2002,3,51623.25,3,1,0
3,0,0,0,11760,1986,4,61711.97,3,1,1
3,0,1,0,5497,1999,2,77015.33,3,1,1
1,0,0,0,1723,1889,4,277.3422,0,1,0
2,2,0,1,4528,2012,3,104836.59,3,1,0
2,0,0,0,4068,1947,2,15162.67,3,1,0
1,0,1,0,3448,1992,3,54947.08,3,1,0
1,0,1,0,1125,1995,3,111318.13,3,1,1
1,3,0,0,1354,1998,2,123039.99,3,0,0
2,2,0,0,3768,1994,3,26680.62,3,1,1
1,0,1,0,623,2002,4,26239.52,3,1,1
1,0,0,0,2625,1975,1,160482.85,3,1,0
1,3,0,0,2476,2006,1,122711.51,3,1,0
3,0,1,0,3423,2009,4,26421.66,3,1,0
4,0,0,0,619,1938,1,66419.98,3,1,0
1,0,0,0,1037,2007,3,60480.29,3,1,1
3,0,0,0,3271,2009,1,51616.49,3,1,0
1,0,0,0,10047,1949,1,119904.51,3,1,0
1,0,1,0,259,1968,4,94321.19,3,1,0
1,3,0,0,4676,2002,2,55836.19,3,0,0
1,3,0,0,1436,1911,3,67102.71,3,1,1
2,3,1,1,3597,1911,4,49794.44,3,1,0
2,0,0,0,1411,1969,3,121202.46,3,1,0
3,3,0,0,1406,2005,4,184877.47,3,0,1
2,3,0,0,2176,1965,4,111777.23,3,1,0
4,0,1,0,4656,1988,2,13279.3,3,1,0
1,0,1,0,1442,2000,4,121896.1,3,1,0
1,3,1,0,1878,2009,1,41347.86,3,1,0
1,3,0,0,1762,1909,4,5163.09,3,1,0
5,0,1,0,1371,2003,2,102.47,0,1,1
3,1,1,0,1082,2011,2,116248.5,3,1,0
1,0,0,0,3368,1868,2,46379.39,3,0,1
2,2,1,0,2353,1940,2,31849.93,3,1,0
1,2,1,0,1060,1956,3,211092.9,3,0,0
1,2,0,0,2549,2001,1,98667.46,3,1,0
1,0,1,0,4954,2000,1,158422.04,3,1,0
1,3,0,0,1335,2005,1,101925.01,3,1,1
3,3,1,0,2384,1965,1,115864.35,3,1,0
2,0,1,0,5485,2009,2,78756.94,3,1,0
1,3,0,0,4240,1900,2,107039.02,3,1,0
1,3,1,0,3814,2013,3,129705.95,3,0,1
3,1,0,0,1707,1981,4,145281.23,3,1,0
1,0,1,0,3133,2000,1,102589.99,3,1,1
1,1,0,0,627,2001,1,36348.58,3,1,1
3,0,0,0,2540,1986,4,215.1947,0,1,0
2,3,0,0,290,1998,3,76433.65,3,1,0
1,3,1,0,1834,1957,2,52436.52,3,1,1
3,0,0,0,1144,1978,2,276.5056,0,1,1
2,3,0,0,13641,2000,3,17785.4,3,1,0
2,1,0,0,15602,2001,2,3153.74,3,1,0
1,3,1,0,5683,2005,1,104478.71,3,0,1
3,3,0,0,2250,1969,3,321.4051,0,1,0
1,0,1,0,8822,1992,2,588.645,0,1,1
3,3,1,0,191,1980,3,5027.44,3,1,0
1,0,0,0,1443,1900,1,80723.73,3,1,0
3,3,0,0,41430,1990,4,67529.67,3,1,1
2,2,1,1,2868,1969,3,35590.16,3,1,0
1,0,0,1,67,1993,3,57898.06,3,1,0
1,3,1,0,1714,1998,2,141.57,0,1,1
1,3,1,0,4036,1996,4,86774.91,3,0,0
3,3,0,0,935,2006,4,95275.11,3,1,1
1,2,1,0,1185,1903,2,63443.6,3,1,0
1,3,1,0,4170,1885,2,42426.36,3,1,0
1,0,0,0,504,2003,4,133047.45,3,1,0
3,3,1,0,1543,1997,4,105142.32,3,0,1
1,2,1,0,2224,1999,1,80961.86,3,1,0
1,1,1,0,4359,2006,3,185.7137,0,1,1
3,0,1,0,558,1842,3,33279.57,3,0,0
1,3,1,0,981,1992,3,56268.75,3,1,0
3,3,0,0,22446,2011,3,52021.14,3,0,0
1,0,1,0,883,2010,2,21894.51,3,1,0
1,0,1,0,1927,2000,2,123480.07,3,1,1
1,3,1,1,1174,2004,4,138187.45,3,1,0
1,0,1,0,1490,2010,4,130116.43,3,1,0
2,1,1,0,1455,2004,3,50288.46,3,1,0
2,3,0,0,1179,2004,1,83934.65,2,1,0
1,3,1,0,3366,1996,3,36325.55,3,0,0
1,0,0,0,1352,1995,2,54408.26,3,1,0
1,3,1,0,5538,2002,2,44035.01,3,1,0
1,0,0,0,3225,1998,4,166.67,0,1,1
3,3,1,0,1168,2003,1,154945.02,3,1,0
3,0,1,0,841,2003,2,21632.84,2,1,0
1,3,1,1,3982,1859,3,109584.15,3,1,0
1,0,1,1,22097,1948,3,32960.51,3,1,0
1,3,0,0,977,1838,3,60167.91,3,0,0
1,0,1,0,3283,1989,2,11393.72,3,1,0
1,2,0,0,1234,2000,4,136278.77,3,1,1
1,2,1,0,2289,1898,3,147776.29,3,1,0
2,0,1,0,1648,1937,4,29650.55,3,1,0
1,2,1,0,1584,1987,2,71652.43,3,1,1
1,3,1,0,3310,1977,3,74306.04,3,1,0
1,1,0,0,44307,2011,3,756.1258,0,1,1
1,0,1,0,3483,1999,4,50432.99,3,1,0
1,3,0,0,2094,2006,1,84604.87,3,1,0
1,0,0,0,2138,2000,1,96660.29,3,1,0
1,0,0,0,96,1969,1,72274.95,3,1,0
5,3,1,0,1883,2001,3,15017.34,3,1,0
1,0,1,0,4318,2011,4,11760.21,3,1,1
3,3,1,0,2744,2006,2,125960.81,3,1,0
3,3,1,0,3671,1987,2,50047.85,3,1,1
1,0,1,0,806,2000,2,87778.77,3,1,0
1,3,0,0,4784,2010,2,30359.58,3,1,0
1,2,0,0,1396,1972,2,29303.24,3,1,1
1,0,1,0,1039,1838,3,125.5413,0,1,1
1,2,1,0,3678,2009,3,61069.2,3,1,0
2,0,0,0,147,1838,4,22857.28,3,1,0
1,3,0,0,572,1979,3,51374.69,3,0,0
1,0,1,0,2899,1981,2,123673.55,3,1,0
2,3,1,0,5038,2007,3,34924.08,3,1,0
1,0,1,0,1729,1995,3,35726.18,3,1,1
1,3,0,0,2546,1996,4,39599.64,3,1,1
1,3,1,0,3675,2003,1,108795.99,3,1,0
1,2,0,0,1182,2010,3,136010.17,3,1,1
3,3,0,0,4123,1989,2,155201.84,3,1,0
2,3,1,0,3105,2000,1,132931.71,3,1,0
1,3,0,0,1297,1963,1,9666.11,3,1,0
